"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YNR045W",131.790104976561,-0.336586936584854,0.230818393881014,0.11431933374957,0.21133411570467
"YNR046W",24.8281562503444,0.277656717371334,0.337529038167188,0.334396771222891,0.473824052238395
"YNR047W",180.310852762828,-0.876191944359567,0.190192227805216,1.3678887556011e-06,1.26556980402584e-05
"YNR048W",23.390723376259,-0.187225392634637,0.310209691698715,0.489317901085596,0.621531233675836
"YNR049C",24.5744029029213,0.379007267188528,0.346498093445048,0.195858763212499,0.318812261825455
"YNR050C",121.904898893164,0.673097134031147,0.227526081672992,0.00156210516411397,0.00597742220120394
"YNR051C",439.789667184522,0.334764111499809,0.332781289924733,0.240128693843135,0.371732597351171
"YNR052C",64.0472686225093,-0.454923904641266,0.26261385635108,0.056492087868782,0.120260771275892
"YNR053C",68.3010182470006,-0.0636414419821236,0.28267987623558,0.800801079883302,0.868889351930781
"YNR054C",40.6795051507543,0.4552468758851,0.340179693008841,0.116155681721042,0.214114747271612
"YNR055C",141.576877690123,-0.546225010128047,0.188861602366077,0.00245829721278203,0.00883011021577895
"YNR056C",29.0546063181993,-0.676622166413455,0.340604147061083,0.0200712392710877,0.0522356478293314
"YNR057C",7.34754133501565,0.299063449869479,0.445672908615737,0.370051273587266,0.509896702099757
"YNR058W",11.1512046289253,-0.217715557953941,0.394379946370005,0.490728735951786,0.62291409130335
"YNR059W",35.7209123583433,0.0482401511200499,0.280561105379515,0.847438621847387,0.902513575424397
"YNR060W",9.32140719081512,0.0516070454276945,0.417031258606878,0.873436655778637,0.919732445121052
"YNR061C",43.057770562641,0.52788077579778,0.314686792103939,0.0546788090379619,0.117348047069633
"YNR062C",10.3796530801632,0.00142161965334766,0.381398897254265,0.996341047659884,0.998406359902399
"YNR063W",31.545578369065,-0.263844415566399,0.30723476968719,0.326494504142713,0.465698209621804
"YNR064C",35.7248090164317,0.75769973924343,0.339069688492054,0.00906350409440582,0.0270043077820484
"YNR065C",128.277349819523,0.918141647892174,0.284403379293238,0.000320152702137549,0.00154381199093925
"YNR066C",32.6286173160321,0.72612613306005,0.368080072640202,0.0176918927160036,0.0472216631990295
"YNR067C",237.793588079067,1.93530554863903,0.195487117425089,9.18227818977801e-26,8.32287434045348e-24
"YNR068C",103.163226742658,0.632461466398896,0.271722957358986,0.0102213337800087,0.0298259342343212
"YNR069C",92.5605183322856,0.764039252967832,0.246725687128065,0.000801033588863639,0.0033310364508946
"YNR070W",40.9628986446191,-0.368843716712613,0.275872485923923,0.136351903552331,0.241889110858432
"YNR071C",1415.48342338266,5.63184469528945,0.412244770238255,6.43588562836657e-44,1.96497750158708e-41
"YNR072W",884.097238230656,4.83265815963769,0.275290420012403,1.28864874552864e-70,9.34431421601452e-68
"YNR073C",2009.77916460633,6.53854394743059,0.362648804902783,2.49122461690765e-74,2.40859900044688e-71
"YNR074C",29.9244293141891,0.804793931138779,0.892383080663816,0.0268897137311662,0.0665758554650001
"YNR075W",7.45484174907877,0,0.683723205828545,1,1
"YOL001W",50.7183091890776,0.107755605990815,0.245267472680865,0.630884117826662,0.737705859204287
"YOL002C",208.651948463293,-1.46386260690509,0.257446992773295,3.03573779718637e-10,5.35267931959822e-09
"YOL003C",41.5338648470111,-0.201398835836481,0.263530498100607,0.397699533292397,0.538653979133596
"YOL004W",210.248211782168,-0.194355294942564,0.160319406575402,0.200801433789083,0.324651370515739
"YOL005C",82.3165775374696,0.498336944843425,0.271503613169641,0.0422191359425959,0.096006745434339
"YOL006C",307.394801269713,0.260109317670835,0.296082079779712,0.319800411693609,0.458971347905647
"YOL007C",15.3512311566548,0.884492244263227,0.432596560570973,0.00846746055767548,0.025384877878592
"YOL008W",16.1673250495918,0.870383577067771,0.420164378360613,0.00851516535003308,0.0255147077456311
